Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded
S269631,O38478,C8672,Jane Smith,Amit@Gmail.Com,9.2E+11,Unknown,Usa,Unknown,0,P4063,Headphones,Furniture,49.63266184,11,2880.640669,6111.438274,19-01-2022,31-12-2024,1,Delayed,Air,V569,Mrs. Patel,Van,R415,880.2333472,826.8818712,Warehouse B,Unknown,Unknown,High,Cash,Unknown,Pending,No Remarks,31687.04736,1077 days,0.939389395,5231.204927,Yes,Urgent,1,3
S479477,O46646,C8971,Michael Brown,,9.18E+11,Chennai,Usa,South,110001,P9159,Mobile,Food,70.83230571,9,2935.617099,147017.1363,03-07-2023,16-12-2022,11,Pending,Unknown,V836,Mrs. Patel,Truck,R426,3219.920606,787.0087478,Unknown,Central,Mr. Patel,Medium,Card,Yes,Pending,No Remarks,26420.55389,-199 days,0.244418681,143797.2157,Yes,Not Urgent,0,4
S899015,O99940,C5542,Fatima Noor,John@Example.Com,9.19E+11,Bangalore,Usa,North,400001,P3743,Charger,Electronics,49.77010256,16,2675.147143,132639.4732,16-03-2025,17-02-2024,7,Pending,Rail,V743,Ms. Sharma,Cargo,R973,4493.931902,558.3356878,Warehouse A,South Hub,Ms. Verma,Medium,Debit,Unknown,Unknown,Check Packaging,42802.35429,-393 days,0.124242134,128145.5413,Yes,Not Urgent,3,4
S144111,O58853,C1414,Michael Brown,John@Example.Com,9.19E+11,Mumbai,India,North,400001,P3017,Charger,Furniture,17.46715031,19,2421.167471,191096.8825,01-12-2021,08-05-2021,12,Cancelled,Unknown,V918,Ms. Sharma,Cargo,R367,5675.666106,685.8229713,Hub C,North Hub,Unknown,Medium,Credit,Yes,Not Returned,No Remarks,46002.18195,-207 days,0.12083568,185421.2164,Yes,Not Urgent,2,4
S786418,O19027,C6261,John Doe,Amit@Gmail.Com,9.19E+11,Chennai,Unknown,Unknown,400001,P2028,Laptop,Unknown,2.548157182,3,911.0416179,54459.71879,22-05-2023,26-06-2022,4,Cancelled,Unknown,V914,Unknown,Truck,R636,9938.558587,453.8148522,Unknown,Unknown,Ms. Verma,High,Upi,Unknown,Pending,No Remarks,2733.124854,-330 days,0.045662039,44521.1602,Yes,Urgent,5,3
S946177,O63903,C6486,Michael Brown,John@Example.Com,9.19E+11,Unknown,Uk,East,0,P6627,Tablet,Clothing,20.00029481,12,524.0510367,94641.07852,13-01-2022,24-03-2020,3,Delivered,Unknown,V163,Ms. Sharma,Bike,R374,5873.870748,419.6354317,Warehouse B,Unknown,Unknown,Unknown,Upi,Unknown,Not Returned,Handle With Care,6288.61244,-660 days,0.071441039,88767.20777,Yes,Na,5,2
S354367,O45821,C7025,Fatima Noor,Amit@Gmail.Com,9.17E+11,Mumbai,Uk,West,560001,P7249,Unknown,Electronics,97.00603029,14,473.0606674,33111.50561,01-07-2022,30-11-2023,3,Pending,Air,V696,Unknown,Van,R393,6233.498867,1117.916775,Warehouse A,Central,Mr. Khan,High,Unknown,No,Returned,Handle With Care,6622.849344,517 days,0.179340175,26878.00674,Yes,Urgent,6,3
S339997,O94699,C1746,Michael Brown,John@Example.Com,9.17E+11,Chennai,India,West,400001,P5297,Headphones,Electronics,96.97367046,15,676.4538978,57232.80452,24-02-2025,31-07-2021,13,Cancelled,Rail,V677,Ms. Sharma,Bike,R168,3845.086369,1856.787137,Unknown,Unknown,Ms. Verma,Unknown,Cash,No,Unknown,No Remarks,10146.80847,-1304 days,0.482898681,53387.71815,Yes,Na,1,2
S483704,O76113,C3417,John Doe,John@Example.Com,9.17E+11,Chennai,India,West,560001,P8590,Tablet,Unknown,36.95300341,10,4712.281498,188993.6872,22-09-2025,31-03-2024,-1,Pending,Unknown,V165,Ms. Sharma,Van,R538,4713.974381,320.2241976,Unknown,South Hub,Mr. Patel,Medium,Debit,No,Not Returned,Handle With Care,47122.81498,-540 days,0.067930831,184279.7128,No,Not Urgent,3,4
S633117,O86738,C3823,Amit Kumar,John@Example.Com,9.17E+11,Unknown,Unknown,East,560001,P1008,Charger,Food,70.95322149,12,3437.707852,41252.49422,29-03-2021,30-01-2023,12,Delayed,Unknown,V215,Mr. Rao,Truck,R924,8916.361693,632.8260178,Unknown,Unknown,Mr. Khan,Medium,Unknown,Unknown,Returned,No Remarks,41252.49422,672 days,0.07097357,32336.13253,Yes,Not Urgent,6,4
S409244,O32078,C3482,John Doe,Amit@Gmail.Com,9.16E+11,Chennai,Usa,West,110001,P2799,Unknown,Accessories,51.66632662,15,1261.274133,3103.03258,03-09-2025,17-04-2024,1,Pending,Unknown,V150,Mr. Rao,Truck,R210,9534.073323,1406.512023,Warehouse A,North Hub,Mr. Patel,High,Unknown,Unknown,Unknown,No Remarks,18919.112,-504 days,0.147524775,-6431.040743,Yes,Urgent,6,3
S216264,O42429,C9797,John Doe,,9.19E+11,Bangalore,Uk,North,400001,P9089,Tablet,Clothing,9.305003954,3,1261.274133,7967.942201,09-03-2021,17-01-2023,1,Unknown,Air,V696,Unknown,Van,R243,2868.25948,92.25671038,Hub C,North Hub,Unknown,Low,Upi,Yes,Pending,Handle With Care,3783.822399,679 days,0.032164702,5099.682721,Yes,Normal,5,1
S812294,O55935,C6467,Fatima Noor,,9.19E+11,Mumbai,Unknown,North,600001,P3221,Mobile,Unknown,54.49826027,9,2473.738849,1631.407291,02-07-2022,12-06-2022,2,Delayed,Ship,V892,Mr. Lee,Truck,R537,4344.411364,1421.904753,Hub C,Unknown,Unknown,Unknown,Debit,Unknown,Returned,No Remarks,22263.64964,-20 days,0.327295146,-2713.004073,Yes,Na,3,2
S901098,O23892,C5749,John Doe,,9.2E+11,Mumbai,India,East,560001,P6635,Tablet,Furniture,33.42435347,10,1274.356122,192457.5095,01-09-2022,11-11-2020,8,Cancelled,Rail,V257,Mrs. Patel,Bike,R627,9983.976999,1808.283386,Warehouse B,North Hub,Unknown,Unknown,Credit,Unknown,Pending,No Remarks,12743.56122,-659 days,0.181118545,182473.5325,Yes,Na,2,2
S967854,O50016,C5538,Amit Kumar,John@Example.Com,9.2E+11,Mumbai,Uk,Unknown,400001,P1446,Tablet,Clothing,59.99104789,3,2127.286521,198229.4405,14-05-2020,25-02-2025,4,Delayed,Air,V845,Mr. Rao,Cargo,R769,8565.430964,1939.508704,Unknown,Central,Mr. Khan,Unknown,Upi,Yes,Unknown,Handle With Care,6381.859563,1748 days,0.226434456,189664.0095,Yes,Na,5,2
S279061,O45791,C7178,Michael Brown,,9.16E+11,Delhi,Usa,North,400001,P1117,Headphones,Food,29.47729945,12,676.4538978,34984.62944,22-06-2024,25-02-2024,11,Cancelled,Road,V935,Mrs. Patel,Cargo,R601,8170.959501,1856.787137,Warehouse B,North Hub,Mr. Patel,High,Credit,No,Pending,No Remarks,8117.446774,-118 days,0.22724224,26813.66994,Yes,Urgent,2,3
S636655,O53291,C5532,Fatima Noor,John@Example.Com,9.18E+11,Bangalore,India,South,400001,P8470,Unknown,Furniture,73.09581474,1,1937.487668,12926.827,03-08-2024,26-02-2023,13,Delivered,Road,V751,Mr. Rao,Van,R922,9983.976999,531.0631365,Hub C,Central,Ms. Verma,Unknown,Cash,Unknown,Pending,Check Packaging,1937.487668,-524 days,0.053191542,2942.850001,Yes,Na,1,2
S911047,O37839,C8399,Not Provided,,9.16E+11,Unknown,India,West,0,P6179,Headphones,Furniture,92.22648638,10,833.9464516,171743.2289,11-10-2021,26-03-2024,13,Delayed,Ship,V646,Mr. Rao,Cargo,R503,1104.428067,1601.377333,Warehouse A,North Hub,Unknown,Low,Credit,Yes,Not Returned,No Remarks,8339.464516,897 days,1.449960736,170638.8008,Yes,Normal,2,1
S437202,O60574,C1815,Michael Brown,John@Example.Com,9.17E+11,Delhi,Uk,East,600001,P4501,Laptop,Electronics,37.76674183,8,866.0408677,179436.9465,02-01-2022,02-10-2024,7,Unknown,Ship,V143,Mr. Lee,Truck,R494,6553.261723,353.8337453,Hub C,South Hub,Unknown,Unknown,Debit,Yes,Not Returned,Delayed Delivery,6928.326942,1004 days,0.053993532,172883.6848,Yes,Na,3,2
S520709,O76885,C6122,John Doe,,9.16E+11,Chennai,Usa,Unknown,110001,P9659,Unknown,Food,2.548157182,1,582.1182537,10057.47873,13-09-2025,22-08-2024,7,Delayed,Rail,V562,Mr. Lee,Truck,R974,2892.410615,1053.600666,Hub C,Central,Ms. Verma,High,Online,Unknown,Not Returned,No Remarks,582.1182537,-387 days,0.364263864,7165.068115,Yes,Urgent,4,3
S818110,O24760,C6037,Michael Brown,,9.19E+11,Chennai,India,West,0,P3598,Unknown,Accessories,70.95322149,16,3545.305279,194596.3122,10-07-2024,25-02-2021,2,Unknown,Road,V973,Mrs. Patel,Cargo,R857,9534.073323,1035.52612,Warehouse B,South Hub,Unknown,Medium,Cash,No,Unknown,No Remarks,56724.88446,-1231 days,0.10861319,185062.2389,Yes,Not Urgent,1,4
S378243,O36778,C5361,Fatima Noor,John@Example.Com,9.18E+11,Mumbai,Unknown,South,400001,P1692,Mobile,Furniture,12.64280437,4,3016.493332,34984.62944,09-10-2024,15-01-2025,0,Pending,Air,V837,Unknown,Van,R217,8231.461695,309.9267011,Warehouse B,South Hub,Mr. Patel,Medium,Credit,Unknown,Returned,Handle With Care,12065.97333,98 days,0.037651478,26753.16775,No,Not Urgent,2,4
S648549,O74151,C6489,Li Wei,Amit@Gmail.Com,9.19E+11,Mumbai,Usa,West,400001,P1150,Headphones,Food,18.74874873,10,1412.111433,179436.9465,05-11-2022,07-06-2022,12,Delivered,Ship,V654,Ms. Sharma,Bike,R105,6853.332809,320.2241976,Hub C,North Hub,Mr. Patel,Medium,Online,No,Returned,Delayed Delivery,14121.11433,-151 days,0.046725324,172583.6137,Yes,Not Urgent,4,4
S158494,O52915,C4092,Michael Brown,Amit@Gmail.Com,9.17E+11,Chennai,Usa,Unknown,400001,P9119,Tablet,Electronics,17.46715031,4,4318.381124,52705.98888,05-07-2022,09-11-2021,7,In Transit,Unknown,V113,Mr. Lee,Bike,R839,6060.784907,523.8880632,Warehouse A,Unknown,Ms. Verma,Medium,Cash,Unknown,Unknown,No Remarks,17273.5245,-238 days,0.08643898,46645.20397,Yes,Not Urgent,1,4
S839125,O42628,C8451,Fatima Noor,,9.2E+11,Delhi,Uk,South,400001,P8671,Headphones,Unknown,18.74874873,15,1206.769041,177191.3348,15-09-2021,17-09-2025,10,Delayed,Air,V110,Mr. Lee,Bike,R822,4988.932744,419.6354317,Unknown,South Hub,Mr. Khan,Unknown,Unknown,Unknown,Unknown,Delayed Delivery,18101.53562,1463 days,0.084113267,172202.4021,Yes,Na,6,2
S355028,O17196,C7442,Michael Brown,,9.2E+11,Bangalore,Usa,South,600001,P4274,Charger,Clothing,52.51191652,10,866.0408677,191096.8825,09-10-2020,19-10-2021,8,In Transit,Unknown,V836,Ms. Sharma,Truck,R572,4600.327884,796.7421056,Warehouse A,Unknown,Ms. Verma,Low,Card,No,Unknown,No Remarks,8660.408677,375 days,0.173192461,186496.5546,Yes,Normal,0,1
S512874,O34525,C3339,Li Wei,,9.17E+11,Mumbai,Uk,West,400001,P9562,Charger,Food,17.46715031,5,2692.161215,45101.87522,17-04-2022,18-04-2025,12,Delayed,Air,V599,Mr. Rao,Truck,R180,8607.492526,365.2178462,Warehouse A,South Hub,Ms. Verma,Medium,Card,Unknown,Returned,Handle With Care,13460.80608,1097 days,0.042430225,36494.38269,Yes,Not Urgent,0,4
S274598,O23911,C2915,Not Provided,John@Example.Com,9.2E+11,Bangalore,India,Unknown,0,P9991,Charger,Accessories,26.24860817,8,3608.377161,38876.6444,04-09-2025,10-04-2023,5,Pending,Ship,V111,Ms. Sharma,Cargo,R965,6663.056267,149.423824,Warehouse A,North Hub,Ms. Verma,Unknown,Cash,Yes,Returned,Check Packaging,28867.01729,-878 days,0.022425718,32213.58813,Yes,Na,1,2
S575463,O54432,C2121,John Doe,,9.19E+11,Mumbai,India,East,600001,P3076,Headphones,Accessories,12.64280437,7,1261.274133,45101.87522,18-02-2020,27-02-2021,11,Unknown,Ship,V510,Mrs. Patel,Cargo,R603,8481.274237,1267.012215,Warehouse A,North Hub,Mr. Khan,Low,Debit,Unknown,Pending,Handle With Care,8828.918931,375 days,0.14938937,36620.60098,Yes,Normal,3,1
S576018,O76085,C4731,Fatima Noor,Amit@Gmail.Com,9.17E+11,Bangalore,Uk,Unknown,600001,P2686,Laptop,Electronics,61.37936302,15,4932.496363,65423.89091,18-01-2021,19-09-2024,14,Pending,Ship,V265,Mrs. Patel,Van,R849,1320.681108,731.0664401,Unknown,North Hub,Unknown,Low,Online,Unknown,Unknown,Handle With Care,73987.44545,1340 days,0.553552584,64103.2098,Yes,Normal,4,1
S128098,O26155,C3227,Fatima Noor,,9.2E+11,Mumbai,India,West,560001,P7803,Charger,Unknown,49.63266184,14,2903.3773,131653.9671,06-12-2024,18-05-2023,0,Delivered,Air,V788,Mr. Lee,Cargo,R265,4713.974381,1035.52612,Warehouse A,Central,Unknown,High,Card,Yes,Pending,Handle With Care,40647.2822,-568 days,0.219671563,126939.9927,No,Urgent,0,3
S735565,O52835,C9978,Fatima Noor,,9.16E+11,Chennai,Uk,West,600001,P6961,Laptop,Accessories,70.95322149,1,833.9464516,50746.42056,13-01-2024,21-03-2025,9,Delayed,Unknown,V745,Mr. Lee,Cargo,R183,4582.846229,1666.826338,Unknown,North Hub,Unknown,High,Upi,Unknown,Returned,Handle With Care,833.9464516,433 days,0.363709855,46163.57433,Yes,Urgent,5,3
S600737,O93530,C1695,John Doe,Amit@Gmail.Com,9.2E+11,Chennai,India,West,600001,P6565,Headphones,Furniture,94.91411096,7,1206.769041,61620.03341,16-04-2023,22-07-2020,12,Pending,Unknown,V646,Mrs. Patel,Bike,R180,2556.841848,1756.926761,Unknown,Unknown,Unknown,Low,Upi,Yes,Not Returned,Check Packaging,8447.383287,-998 days,0.687147217,59063.19156,Yes,Normal,5,1
S639630,O83238,C7138,Amit Kumar,John@Example.Com,9.17E+11,Chennai,Uk,East,600001,P5348,Charger,Clothing,30.80907003,8,3146.504377,198229.4405,21-09-2025,31-12-2020,11,In Transit,Ship,V968,Mr. Lee,Bike,R762,9057.001816,1939.508704,Hub C,Central,Unknown,Unknown,Credit,Unknown,Not Returned,Handle With Care,25172.03502,-1725 days,0.214144674,189172.4387,Yes,Na,2,2
S137392,O64377,C6351,Fatima Noor,,9.18E+11,Bangalore,Usa,West,110001,P7965,Charger,Electronics,77.2413995,5,394.1316243,105894.7435,15-04-2022,20-03-2022,2,Unknown,Road,V367,Ms. Sharma,Cargo,R324,5513.375185,494.6481899,Unknown,South Hub,Ms. Verma,High,Online,Unknown,Unknown,Check Packaging,1970.658122,-26 days,0.089717854,100381.3683,Yes,Urgent,4,3
S694591,O55440,C7690,Fatima Noor,Amit@Gmail.Com,9.18E+11,Delhi,India,West,0,P2490,Unknown,Electronics,88.77766789,5,1412.111433,183271.3434,15-10-2023,26-01-2020,-1,Unknown,Unknown,V953,Mr. Lee,Bike,R192,666.2038035,685.8229713,Warehouse B,North Hub,Ms. Verma,High,Debit,Unknown,Pending,No Remarks,7060.557165,-1358 days,1.029449198,182605.1396,No,Urgent,3,3
S553033,O35074,C4400,Michael Brown,John@Example.Com,9.17E+11,Unknown,Usa,North,560001,P1341,Headphones,Furniture,76.19811234,15,3437.707852,169264.5848,17-10-2022,22-10-2024,3,Delivered,Ship,V366,Mr. Rao,Cargo,R553,9983.976999,579.551768,Warehouse A,South Hub,Unknown,Unknown,Unknown,Yes,Unknown,Check Packaging,51565.61778,736 days,0.058048187,159280.6078,Yes,Na,6,2
S836496,O46548,C7935,Not Provided,,9.17E+11,Mumbai,Usa,South,600001,P3373,Unknown,Electronics,51.66632662,3,3146.504377,103270.9587,24-07-2023,27-03-2024,3,In Transit,Road,V135,Mr. Rao,Cargo,R996,6919.232083,1861.959901,Hub C,North Hub,Unknown,Low,Credit,No,Unknown,No Remarks,9439.513131,247 days,0.269099212,96351.72662,Yes,Normal,2,1
S669174,O28096,C1619,Not Provided,Amit@Gmail.Com,9.16E+11,Mumbai,Uk,Unknown,600001,P9891,Tablet,Unknown,51.66632662,17,3628.704096,62335.44104,13-04-2025,17-03-2020,11,Delayed,Unknown,V798,Mrs. Patel,Truck,R659,8607.492526,804.0189189,Unknown,South Hub,Mr. Khan,Medium,Cash,No,Returned,No Remarks,61687.96963,-1853 days,0.093409192,53727.94851,Yes,Not Urgent,1,4
S655016,O70385,C4685,Not Provided,Amit@Gmail.Com,9.19E+11,Mumbai,Uk,South,110001,P6795,Unknown,Food,11.23519699,5,3316.075935,16580.37968,02-05-2025,24-08-2020,12,Unknown,Road,V972,Mr. Lee,Truck,R935,8916.361693,465.7087814,Warehouse B,North Hub,Mr. Khan,Low,Online,No,Not Returned,Check Packaging,16580.37968,-1712 days,0.052230809,7664.017982,Yes,Normal,4,1
S108243,O91685,C8628,Michael Brown,Amit@Gmail.Com,9.19E+11,Mumbai,Uk,South,600001,P1988,Laptop,Clothing,82.95938216,17,3545.305279,192457.5095,06-04-2020,24-11-2022,12,Delivered,Ship,V927,Mrs. Patel,Cargo,R870,1209.503401,182.9656144,Warehouse A,Central,Unknown,Medium,Debit,Unknown,Not Returned,Handle With Care,60270.18974,962 days,0.151273336,191248.0061,Yes,Not Urgent,3,4
S299106,O28061,C3720,Amit Kumar,John@Example.Com,9.19E+11,Delhi,Uk,East,600001,P6447,Headphones,Electronics,16.02385472,4,4256.863571,147017.1363,04-05-2025,06-04-2021,12,Delivered,Air,V437,Unknown,Truck,R843,8553.133891,685.8229713,Warehouse B,South Hub,Mr. Khan,High,Card,Unknown,Not Returned,Delayed Delivery,17027.45428,-1489 days,0.080183823,138464.0024,Yes,Urgent,0,3
S916444,O96923,C9348,Li Wei,Amit@Gmail.Com,9.18E+11,Bangalore,Usa,West,400001,P6584,Unknown,Food,77.2413995,10,4386.362714,10057.47873,08-05-2024,24-11-2023,4,Delayed,Road,V857,Ms. Sharma,Van,R304,1183.948113,433.1428677,Warehouse A,Central,Mr. Patel,High,Cash,No,Pending,Check Packaging,43863.62714,-166 days,0.365846157,8873.530617,Yes,Urgent,1,3
S990955,O68341,C9321,Li Wei,Amit@Gmail.Com,9.18E+11,Chennai,Uk,North,600001,P2266,Unknown,Accessories,49.63266184,9,4886.34183,14882.3431,12-10-2025,23-07-2023,11,Unknown,Unknown,V447,Mr. Lee,Van,R402,8217.077304,1335.386338,Unknown,North Hub,Mr. Khan,Medium,Debit,Yes,Returned,No Remarks,43977.07647,-812 days,0.162513542,6665.265796,Yes,Not Urgent,3,4
S188986,O14359,C9485,Jane Smith,,9.18E+11,Mumbai,Uk,North,600001,P3895,Laptop,Furniture,18.59158424,7,3608.377161,131061.7818,09-01-2020,28-08-2023,14,Cancelled,Road,V984,Mr. Lee,Bike,R958,6233.498867,494.6481899,Warehouse B,North Hub,Ms. Verma,High,Online,Unknown,Not Returned,Check Packaging,25258.64013,1327 days,0.079353217,124828.2829,Yes,Urgent,4,3
S321219,O12735,C4294,Li Wei,Amit@Gmail.Com,9.19E+11,Bangalore,India,South,400001,P6123,Charger,Unknown,54.49826027,10,4376.729227,147017.1363,05-02-2022,23-08-2022,2,Pending,Road,V235,Mr. Rao,Bike,R430,8013.277385,494.6481899,Unknown,North Hub,Mr. Patel,Unknown,Debit,Yes,Unknown,No Remarks,43767.29227,199 days,0.061728574,139003.8589,Yes,Na,3,2
S955107,O74955,C7972,Li Wei,,9.2E+11,Mumbai,Uk,Unknown,400001,P5200,Headphones,Accessories,47.48538505,10,843.7059873,101699.5687,14-04-2021,31-10-2024,13,In Transit,Rail,V862,Mr. Lee,Truck,R454,3495.816486,796.3351565,Hub C,Central,Ms. Verma,High,Upi,Unknown,Unknown,No Remarks,8437.059873,1296 days,0.227796613,98203.75221,Yes,Urgent,5,3
S671068,O42067,C3783,Amit Kumar,Amit@Gmail.Com,9.2E+11,Chennai,Usa,North,110001,P2822,Tablet,Electronics,80.93553614,3,472.028212,87698.03529,02-05-2025,19-03-2023,2,Unknown,Air,V147,Mrs. Patel,Cargo,R776,1108.012233,149.423824,Warehouse A,Central,Unknown,Unknown,Unknown,Unknown,Pending,No Remarks,1416.084636,-775 days,0.134857558,86590.02306,Yes,Na,6,2
S861096,O22182,C6174,Li Wei,John@Example.Com,9.16E+11,Unknown,India,Unknown,110001,P6521,Laptop,Clothing,77.21123441,13,2692.161215,172921.7965,17-06-2021,19-07-2024,14,Delayed,Unknown,V546,Mr. Rao,Bike,R923,4527.669155,709.655395,Hub C,South Hub,Ms. Verma,Unknown,Online,Yes,Not Returned,Check Packaging,34998.0958,1128 days,0.156737467,168394.1273,Yes,Na,4,2
S148763,O53465,C3343,Amit Kumar,,9.17E+11,Mumbai,Uk,East,0,P5068,Unknown,Accessories,29.47729945,17,1470.172567,51317.76474,05-04-2021,29-06-2023,8,Cancelled,Unknown,V719,Ms. Sharma,Truck,R304,5675.666106,685.8229713,Warehouse B,South Hub,Unknown,Unknown,Debit,Unknown,Unknown,Check Packaging,24992.93364,815 days,0.12083568,45642.09863,Yes,Na,3,2
S250756,O64681,C5302,Amit Kumar,John@Example.Com,9.17E+11,Chennai,Usa,Unknown,400001,P9882,Tablet,Accessories,93.98014469,15,1206.769041,49172.27302,09-01-2024,14-04-2020,12,Pending,Road,V451,Unknown,Truck,R384,6203.769968,107.6348064,Unknown,North Hub,Ms. Verma,Low,Upi,No,Returned,No Remarks,18101.53562,-1365 days,0.017349903,42968.50305,Yes,Normal,5,1
S816356,O23886,C4246,Michael Brown,,9.17E+11,Delhi,Unknown,South,110001,P6945,Laptop,Unknown,37.76674183,10,523.4605678,7967.942201,25-07-2023,29-08-2021,13,Delayed,Air,V651,Mrs. Patel,Truck,R284,976.3534422,1463.66029,Warehouse A,North Hub,Unknown,High,Upi,Yes,Returned,Delayed Delivery,5234.605678,-695 days,1.499109059,6991.588759,Yes,Urgent,5,3
S966943,O39750,C3327,Li Wei,,9.16E+11,Mumbai,Usa,Unknown,110001,P7958,Unknown,Electronics,29.47729945,16,3619.965369,171743.2289,07-02-2025,27-02-2024,3,Delayed,Ship,V508,Mr. Rao,Cargo,R334,5719.099567,1045.618889,Warehouse B,Unknown,Mr. Khan,High,Online,No,Pending,No Remarks,57919.4459,-346 days,0.182829286,166024.1293,Yes,Urgent,4,3
S659583,O19802,C4040,Not Provided,,9.17E+11,Chennai,India,North,0,P3564,Tablet,Clothing,73.33339721,9,795.7657041,18874.57945,02-04-2025,14-02-2021,1,Delivered,Rail,V568,Ms. Sharma,Bike,R745,5625.156091,731.0664401,Warehouse B,Unknown,Mr. Patel,Unknown,Cash,No,Returned,No Remarks,7161.891337,-1508 days,0.129963761,13249.42336,Yes,Na,1,2
S931578,O47310,C1800,Jane Smith,,9.16E+11,Mumbai,Usa,Unknown,600001,P4483,Mobile,Accessories,43.04033133,17,1644.05942,72897.15579,06-10-2025,23-08-2021,0,In Transit,Ship,V224,Unknown,Truck,R999,1034.190411,433.1428677,Warehouse B,Central,Ms. Verma,Unknown,Debit,Yes,Returned,No Remarks,27949.01014,-1505 days,0.418823133,71862.96538,No,Na,3,2
S430627,O81176,C9156,Fatima Noor,Amit@Gmail.Com,9.16E+11,Mumbai,Uk,South,110001,P3882,Laptop,Unknown,86.37879087,13,3146.504377,155284.4995,17-10-2024,18-06-2021,13,Pending,Air,V783,Mr. Rao,Cargo,R525,2892.410615,1035.52612,Warehouse A,North Hub,Mr. Khan,High,Upi,No,Returned,No Remarks,40904.5569,-1217 days,0.358014908,152392.0889,Yes,Urgent,5,3
S576638,O33114,C3549,Fatima Noor,,9.19E+11,Bangalore,India,Unknown,600001,P4223,Tablet,Electronics,73.33339721,13,1274.356122,113440.8677,09-07-2021,31-07-2025,12,Delayed,Road,V258,Mrs. Patel,Truck,R785,976.3534422,1861.959901,Warehouse A,North Hub,Mr. Khan,Low,Unknown,No,Pending,Handle With Care,16566.62959,1483 days,1.907055192,112464.5143,Yes,Normal,6,1
S111838,O55216,C6317,Jane Smith,,9.17E+11,Chennai,India,South,600001,P9660,Laptop,Food,32.87036791,11,4256.863571,94641.07852,20-09-2022,29-04-2023,2,Delayed,Air,V411,Mr. Rao,Van,R449,5513.375185,738.6984002,Hub C,Unknown,Mr. Khan,Unknown,Debit,Unknown,Unknown,Handle With Care,46825.49928,221 days,0.133982973,89127.70334,Yes,Na,3,2
S961976,O70448,C7727,Michael Brown,,9.18E+11,Delhi,India,Unknown,110001,P9435,Headphones,Clothing,35.99695601,8,4386.362714,131653.9671,01-04-2023,01-10-2021,3,In Transit,Air,V715,Mr. Rao,Cargo,R976,4493.931902,490.7450037,Warehouse B,Unknown,Unknown,Low,Credit,Yes,Not Returned,No Remarks,35090.90171,-547 days,0.1092017,127160.0352,Yes,Normal,2,1
S473538,O51967,C1098,Fatima Noor,,9.2E+11,Unknown,Unknown,East,560001,P4231,Laptop,Furniture,44.29517313,13,2903.3773,190358.3469,21-11-2020,26-08-2023,3,Delivered,Ship,V259,Mr. Rao,Cargo,R808,4493.931902,709.655395,Warehouse A,South Hub,Ms. Verma,Low,Cash,No,Unknown,Delayed Delivery,37743.9049,1008 days,0.157914141,185864.415,Yes,Normal,1,1
S556107,O78267,C2995,John Doe,Amit@Gmail.Com,9.19E+11,Delhi,Usa,South,560001,P8501,Tablet,Electronics,76.19811234,2,2675.147143,133645.4193,07-07-2024,09-12-2024,-1,Delayed,Air,V829,Ms. Sharma,Bike,R497,4713.974381,490.7450037,Unknown,Unknown,Unknown,Medium,Credit,Unknown,Pending,Handle With Care,5350.294286,155 days,0.1041043,128931.4449,No,Not Urgent,2,4
S925773,O26328,C3547,Michael Brown,,9.19E+11,Mumbai,Usa,East,110001,P9531,Tablet,Unknown,28.45298371,16,2903.3773,126046.9754,06-03-2022,23-12-2020,8,In Transit,Rail,V153,Mr. Lee,Van,R253,4493.931902,1035.52612,Warehouse A,North Hub,Mr. Patel,High,Unknown,Unknown,Not Returned,No Remarks,46454.0368,-438 days,0.230427639,121553.0435,Yes,Urgent,6,3
S431577,O66293,C6332,Li Wei,Amit@Gmail.Com,9.17E+11,Mumbai,Unknown,Unknown,110001,P2682,Headphones,Food,12.02897142,16,473.0606674,65423.89091,14-04-2025,20-07-2025,0,In Transit,Unknown,V738,Ms. Sharma,Cargo,R671,8553.133891,1147.606724,Hub C,Unknown,Mr. Khan,High,Card,Yes,Pending,Handle With Care,7568.970678,97 days,0.134173829,56870.75702,No,Urgent,0,3
S323365,O82610,C1867,Fatima Noor,,9.17E+11,Chennai,Usa,East,0,P1000,Headphones,Electronics,95.09607349,10,247.9313375,45101.87522,25-04-2023,30-06-2020,3,Delivered,Ship,V629,Mrs. Patel,Cargo,R557,7599.699297,643.2002564,Unknown,North Hub,Ms. Verma,High,Debit,Unknown,Pending,No Remarks,2479.313375,-1029 days,0.084634961,37502.17592,Yes,Urgent,3,3
